2,25,3,4047.6,4049.9,4047.6,83.21,0.05679152571669022
2,25,2,4042.9,4048.7,4042.9,105.84,0.11611819349737118
2,25,1,4034.1,4043,4034,57.8,0.21766553711445624
2,25,0,4041.4,4041.46,4033.9,47.28,-0.18095733868767638
1,24,23,4037.8,4042,4037.77,27.32,0.0890780422625852
1,24,22,4039.6,4044,4037.1,45.02,-0.04457873099212861
1,24,21,4024.9,4048.4,4020.6,781.41,0.3638974155856971
1,24,20,4039.3,4039.3,4011,340.25,-0.3577728639220936
1,24,19,4037.8,4040.3,4028.2,152.1,0.03713514717897226
1,24,18,4049.56,4049.6,4030.7,193.36,-0.2912477091485499
1,24,17,4042.7,4050.2,4039,124.53,0.16940112012169095
1,24,16,4044.13,4044.2,4042.7,36.69,-0.03537239963391414
1,24,15,4051.6,4051.6,4042.6,103.55,-0.18471216306102178
1,24,14,4054.5,4054.5,4051.5,33.62,-0.07157666107218574
1,24,13,4043,4054.7,4042.9,52.95,0.28363546676531826
1,24,12,4048.3,4048.4,4042.6,121.66,-0.13109077417759352
1,24,11,4054.7,4059.8,4048.2,120.25,-0.15809105056443684
1,24,10,4044.5,4055,4044.5,124.11,0.25155991811971035
1,24,9,4039.2,4053.8,4039.1,272.55,0.13104215601434532
1,24,8,4037,4039.6,4037,108.36,0.05446623093681069
1,24,7,4040.7,4041.6,4037,109.48,-0.0916522169928129
1,24,6,4042.1,4043,4035.07,140.96,-0.03464746207339431
1,24,5,4044.13,4044.2,4042.1,67.99,-0.050221419559150604
1,24,4,4044.1,4044.2,4044.01,15.96,7.418159159158222E-4
1,24,3,4038.6,4044.2,4036.3,78.29,0.13600059345712623
1,24,2,4052.84,4052.9,4036.3,212.25,-0.3525974347546139
1,24,1,4059,4059,4052.84,64.22,-0.15199218325913932
1,24,0,4063.2,4063.2,4056.4,37.26,-0.10347376201033853
7,23,23,4057.4,4064.8,4057.4,49.51,0.14274463477062227
7,23,22,4050.7,4064.1,4050.7,320.58,0.16513037906048567
7,23,21,4051.3,4051.4,4050.3,46.16,-0.014812254672037284
7,23,20,4048.6,4051.8,4048.5,32.65,0.06664527435638945
7,23,19,4051.94,4052,4048.6,39.31,-0.08249765350984717
7,23,18,4051.9,4052.8,4048.9,43.25,9.871814488917607E-4
7,23,17,4052,4059.3,4047.8,387.71,-0.0024679779856455752
7,23,16,4055.9,4056.5,4051.9,89.56,-0.09624876604146948
7,23,15,4050.4,4055.9,4049.1,46.11,0.13560492122587675
7,23,14,4055,4055.2,4044.4,198.41,-0.1135690302192387
7,23,13,4044.4,4055.1,4028.4,1013.23,0.2614056720098574
7,23,12,4052.05,4059.9,4041,262.93,-0.18915043022451528
7,23,11,4049.3,4052.1,4049.2,39.36,0.0678668821954318
7,23,10,4068,4068.2,4046.2,278.65,-0.4618082137653374
7,23,9,4071.3,4071.4,4068,86.12,-0.08112094395281133
7,23,8,4067.8,4071.5,4062,98.99,0.08596762704786443
7,23,7,4072.59,4072.6,4067.7,146.8,-0.11775406853826098
7,23,6,4058.7,4084,4058.7,502.25,0.34106060271228955
7,23,5,4056.3,4058.7,4056,33.7,0.05913223445929816
7,23,4,4062.6,4062.7,4056.3,37.42,-0.15531395606834053
7,23,3,4063.5,4063.5,4061.2,58.11,-0.0221533008418362
7,23,2,4045.94,4065,4045.9,358.3,0.43213978097699624
7,23,1,4039.94,4046.1,4039.94,104.11,0.14829681112423998
7,23,0,4045.2,4046.6,4039.94,94.64,-0.13019995346465407
6,22,23,4049,4050.9,4041.6,126.22,-0.09393849500642659
6,22,22,4050.3,4054.1,4048.1,41.04,-0.032106693010618415
